word,kelime
twenty-five,yirmi beş
bypass,baypas
pneumonia,akciğer iltihaplanması
manly,erkeksi
medicines,ilaçlar
slowing,yavaşlama
groan,inilti
dungeon,zindan
chaps,ahbap
ncis,ncis
consequence,sonuçlar
intercept,engellemek
badass,baş belası
examples,örnekler
fists,yumruklar
klink,tıngırdamak
substantial,varlıklı
brag,övünmek
pitcher,sürahi
onboard,gemide
amigo,dostum
courtyard,avlu
royalty,telif hakkı
spontaneous,kendiliğinden
ca,yaklaşık
restroom,tuvalet
peep,dikizlemek
negotiating,müzakere
ache,ağrı
swat,swat
emerge,meydana gelmek
gambler,kumarbaz
references,referanslar
bonjour,selamlar
darkest,en karanlık
insecure,güvensiz
attendant,görevli
sympathetic,sempatik
lila,lila
heroine,kadın kahraman
choked,boğulmuş
unidentified,kimliği belirsiz
plumbing,sıhhi tesisat
darker,daha koyu
ariel,Ariel
crude,ham
dictionary,sözlük
sparks,kıvılcımlar
auditions,seçmeler
demo,demo
ta-da,ta-da
oppose,karşı çıkmak
fingernails,tırnaklar
mineral,mineral
collateral,teminat
istanbul,İstanbul
venom,zehir
tempting,cazip
relay,röle
bamboo,bambu
particle,parçacık
ying,şarkı söylemek
torres,torres
broadcasting,yayın
banking,bankacılık
reminding,hatırlatan
cassidy,Cassidy
axl,aks
ferguson,Ferguson
estimated,tahmini
hebrew,İbranice
electronics,elektronik
octopus,ahtapot
meaningful,anlamlı
stranded,mahsur kalmış
daytime,gündüz
dowry,çeyiz
starved,açlıktan ölmek
ex-girlfriend,eski kız arkadaş
collision,çarpışma
admitting,kabul etmek
comeback,geri gelmek
hungarian,Macarca
faculty,fakülte
operative,çalışan
liza,liza
tenants,kiracılar
revealing,açıklayıcı
ko,evet
ounce,ons
mediterranean,Akdeniz
gadget,alet
paramedics,sağlık görevlileri
console,konsol
cyril,Kiril
drawers,çekmeceler
caravan,karavan
spinal,omurga
bummer,serseri
crippled,sakat
bled,kanamak
defy,meydan okumak
luna,Luna
herbs,otlar
hwang,hwang
queue,sıra
blinded,kör
studios,stüdyolar
9th,9'uncu
goddammit,kahretsin
recess,teneffüs
countdown,geri sayım
maddy,deli
dracula,Drakula
alarms,alarmlar
gaining,Kazanmak
quarterback,oyun kurucu
maxine,maksimum
eminence,saygınlık
willingly,isteyerek
investigators,araştırmacılar
speculation,spekülasyon
tο,için
clearer,daha net
gino,cin
cheeky,yüzsüz
powerless,güçsüz
lapd,lapd
cruelty,zulüm
external,harici
arjun,arjun
quarantine,karantina
shush,sus
allegations,iddialar
tito,tito
sands,kumlar
spelling,yazım
che,che
headline,başlık
taliban,Taliban
tablet,tablet
founder,kurucu
gandhi,Gandi
squash,kabak
josie,josie
jets,jetler
saloon,salon
tuition,öğrenim ücreti
tame,ehlileştirmek
occasional,ara sıra
apologized,özür diledi
clinical,klinik
serpent,yılan
criticism,eleştiri
sawyer,testereci
fading,solma
viktor,Viktor
prop,pervane
shoved,itti
mend,onarmak
lonesome,yalnız
separately,ayrı ayrı
reg,kayıt
evie,evim
waitin,bekliyorum
n,N
legion,lejyon
tsk,tsk
arabs,Araplar
accompanied,eşlik etti
tread,basmak
findings,bulgular
toronto,toronto
exploit,faydalanmak
proposing,teklif etmek
shi,Şi
scorpion,akrep
of-,ile ilgili-
zoey,Zoey
curb,frenlemek
opium,afyon
athletic,atletik
bombed,bombalandı
jumper,tulum
weaker,daha zayıf
suing,dava açmak
bianca,bianca
seminar,seminer
confirms,onaylıyor
commence,başlamak
plains,ovalar
debra,Debra
readers,okuyucular
neglected,ihmal edilmiş
tavern,meyhane
worthwhile,değerli
morale,moral
cleaners,temizleyiciler
